name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount
NM_003840	chr8	-	23049048	23077485	23051327	23077393	9
NM_006197	chr8	+	17824645	17931737	17837399	17929451	39
NM_004103	chr8	+	27224915	27372820	27311018	27371943	35
NM_001008712	chr8	+	30361485	30524571	30362150	30524482	7
NM_001008710	chr8	+	30361485	30549276	30362150	30536008	9
NM_001008711	chr8	+	30361485	30549276	30362150	30535946	10
NM_006867	chr8	+	30361485	30549276	30362150	30536008	10
NM_173174	chr8	+	27224915	27372820	27311018	27371943	36
NM_173176	chr8	+	27238970	27372820	27311018	27371943	31
NM_013962	chr8	+	31616809	32720312	31617042	32719828	5
NM_173175	chr8	+	27238997	27372820	27311018	27371943	30
NM_002717	chr8	+	26204950	26284563	26205252	26283846	10
NM_006283	chr8	+	38763878	38829703	38764257	38824698	13
NM_001122824	chr8	+	38763878	38829703	38764257	38824698	11
NM_007198	chr8	+	37739258	37756443	37739335	37754780	8
NM_080872	chr8	+	35212516	35771722	35212844	35767623	17
NM_032410	chr8	+	42871189	43004838	42871431	42992798	22
NM_018967	chr8	+	50987149	51867980	51469351	51867942	19
NM_014682	chr8	-	53185944	53484992	53188310	53289370	26
NM_144651	chr8	-	52394689	52884558	52395003	52884457	23
NM_017780	chr8	+	61753892	61942021	61816545	61941046	38
NM_173688	chr8	+	63324054	64066182	63324186	64065342	6
NM_000503	chr8	-	72272221	72437021	72274128	72429694	18
NM_001077204	chr8	+	68139156	68271050	68139187	68270382	31
NM_024870	chr8	+	69027156	69306451	69027183	69306167	40
NM_024790	chr8	+	68139156	68271050	68139187	68270382	29
NM_172058	chr8	-	72272221	72431533	72274128	72429694	17
NM_172059	chr8	-	72272221	72431533	72274128	72429694	16
NM_172060	chr8	-	72272221	72431533	72274128	72431275	16
NM_006540	chr8	-	71186820	71478574	71188420	71291534	23
NM_001033723	chr8	-	81713323	81949571	81716155	81896384	9
NM_173538	chr8	+	87947791	88464071	87947839	88463971	11
NM_001100392	chr8	+	85258007	85996633	85604111	85995701	10
NM_001100393	chr8	+	85258007	85996633	85604111	85995701	9
NM_173848	chr8	+	85258140	85996633	85604111	85995701	9
NM_001100391	chr8	+	85259654	85996633	85259788	85995701	9
NM_005941	chr8	-	89118575	89408833	89122804	89408551	10
NM_006281	chr8	-	99536036	99907085	99537245	99906944	11
NM_152628	chr8	-	101654298	101731069	101655268	101730918	14
NM_001100117	chr8	+	104582151	105334627	104582290	105333224	24
NM_198124	chr8	-	113304332	114458558	113306175	114458200	72
NM_198123	chr8	-	113304332	114518418	113306175	114518259	71
NM_052900	chr8	-	113304332	114518418	113306175	114518259	69
NM_001003954	chr8	-	124762214	124818828	124762660	124818755	12
NM_207506	chr8	-	119459407	119703365	119460836	119703236	4
NM_004306	chr8	-	124762214	124818828	124762660	124818755	11
NM_001101676	chr8	-	119270875	119703365	119279129	119703236	5
NM_021021	chr8	-	121617166	121893490	121620297	121893264	7
NM_001115	chr8	-	131861728	132122017	131861817	132121761	18
NR_003367	chr8	+	128875960	129182681	129182681	129182681	9
NM_015912	chr8	-	139211447	139578247	139214017	139449408	20
NM_025251	chr8	-	145725370	145809696	145726613	145801807	13
NM_012173	chr8	+	346807	409875	371357	408804	9
NM_183420	chr8	+	346807	409875	353079	408804	10
NM_183421	chr8	+	346807	409875	353079	408804	11
NM_207332	chr8	-	604199	671226	604602	671161	6
NM_014629	chr8	+	1759555	1894214	1778972	1892836	29
NM_004745	chr8	+	1436975	1644049	1484266	1636979	12
NM_018941	chr8	+	1699276	1722143	1706627	1716140	3
NM_018361	chr8	+	6553285	6606429	6553597	6602317	8
NM_001040702	chr8	+	7731402	7736174	7731416	7736126	2
NM_001080826	chr8	-	8212667	8276667	8213085	8276667	5
NM_080389	chr8	+	7731402	7736174	7731416	7736126	2
NR_024362	chr8	+	8123501	8133856	8133856	8133856	8
NR_024363	chr8	+	8123501	8134962	8134962	8134962	6
NR_024361	chr8	+	8123501	8139796	8139796	8139796	9
NM_004225	chr8	-	8679408	8788541	8680941	8787978	3
NM_024607	chr8	-	9031176	9045630	9035713	9036571	2
NM_153332	chr8	+	8897723	8928259	8897983	8924954	7
NM_003747	chr8	+	9450854	9677266	9450859	9671656	27
NM_012331	chr8	+	9949239	10323809	9949436	10323232	6
NM_001135670	chr8	+	9949239	10323809	9949436	10323232	5
NM_001135671	chr8	+	9990475	10323809	9990950	10323232	6
NM_001715	chr8	+	11388929	11459517	11438142	11459026	13
NM_173683	chr8	-	10791066	11096285	10792871	11096258	3
NM_145043	chr8	+	11664580	11682263	11666365	11681191	5
NM_001135746	chr8	+	11664580	11682263	11666365	11681191	5
NM_001135748	chr8	+	11664580	11682263	11666365	11681191	5
NM_001135747	chr8	+	11664580	11682263	11674560	11681191	4
NM_024767	chr8	-	13116452	13416766	13116505	13401951	6
NM_182643	chr8	-	12985242	13416766	12987690	13401951	18
NM_178234	chr8	+	15442100	15666366	15442310	15666098	10
NM_006765	chr8	+	15442100	15666366	15442310	15659689	11
NM_152415	chr8	+	17148850	17197418	17149124	17188307	12
NM_020749	chr8	-	17545583	17599526	17547714	17599166	10
NM_004686	chr8	-	17199910	17315207	17201741	17315172	14
NM_001001931	chr8	-	17545583	17624010	17547714	17623690	12
NM_001001925	chr8	-	17545583	17702706	17547714	17657596	14
NM_001001924	chr8	-	17545583	17702706	17547714	17657596	15
NM_206909	chr8	-	18429092	18710685	18437532	18710576	13
NM_018371	chr8	-	19305951	19584374	19307570	19407625	10
NM_022071	chr8	+	19215486	19297596	19221338	19296433	10
NM_001130518	chr8	-	19305951	19504336	19307570	19407625	10
NR_024040	chr8	-	19305951	19584541	19584541	19584541	10
NM_001135691	chr8	-	20046646	20084997	20047553	20082755	17
NM_001142324	chr8	-	20046646	20084997	20047553	20082755	16
NM_001142325	chr8	-	20046646	20084997	20047578	20082755	16
NM_003053	chr8	-	20046646	20084997	20047553	20082755	16
NM_001100161	chr8	+	21833125	21920042	21833227	21918545	28
NM_015024	chr8	+	21833125	21920042	21833227	21918545	28
NM_001100162	chr8	+	21879694	21920042	21879749	21918545	28
NM_001495	chr8	-	21593809	21702292	21595069	21701617	9
NM_005605	chr8	+	22354540	22454582	22354867	22454260	14
NM_003842	chr8	-	22933592	22982637	22936128	22982352	9
NM_015359	chr8	+	22280706	22336192	22318168	22333156	9
NM_018688	chr8	-	22533891	22582606	22534879	22582509	9
NM_147187	chr8	-	22933592	22982637	22936128	22982352	10
NM_144962	chr8	-	22626709	22841366	22626827	22841172	7
NM_001128431	chr8	+	22280706	22336192	22318168	22333156	9
NM_001135154	chr8	+	22280706	22347583	22318168	22347462	9
NM_001135153	chr8	+	22280994	22336192	22318168	22333156	9
NM_016612	chr8	+	23442307	23486008	23442460	23485313	4
NM_006167	chr8	-	23592151	23596395	23594678	23596347	2
NM_003817	chr8	+	24354453	24422165	24354566	24421949	22
NM_021777	chr8	+	24207524	24249557	24207607	24249155	14
NM_014265	chr8	+	24207524	24268671	24207607	24267862	23
NM_022659	chr8	-	25757489	25958309	25758041	25958292	16
NM_000680	chr8	-	26683138	26778839	26683582	26778403	2
NM_033303	chr8	-	26661583	26778839	26662023	26778403	3
NM_033302	chr8	-	26669829	26778839	26670192	26778403	3
NM_033304	chr8	-	26679287	26778839	26679484	26778403	3
NM_173833	chr8	-	27783668	27906117	27785369	27901051	9
NM_018246	chr8	-	27646751	27686089	27649651	27685976	9
NM_001831	chr8	-	27510367	27528244	27511674	27528215	9
NM_018091	chr8	+	28006502	28104588	28006650	28103161	15
NM_018250	chr8	-	28681098	28803398	28681581	28803318	17
NM_015254	chr8	-	28980713	29176529	28983939	29176470	40
NM_024567	chr8	+	28804143	28966159	28877303	28964591	11
NM_017412	chr8	+	28407691	28477880	28416449	28476447	8
NM_001135726	chr8	+	28803829	28966159	28877303	28964591	10
NM_006571	chr8	+	30133354	30160602	30133441	30160231	7
NM_000637	chr8	-	30655976	30704985	30656578	30704894	13
NM_000553	chr8	+	31010319	31150819	31035505	31150160	35
NM_032664	chr8	-	33347885	33450206	33349636	33438512	5
NM_013961	chr8	+	32525294	32720312	32525786	32719828	7
NM_013959	chr8	+	32624070	32720312	32624778	32719828	3
NM_013960	chr8	+	32525294	32741615	32525786	32740398	13
NM_013964	chr8	+	32525294	32741615	32525786	32741462	12
NM_013956	chr8	+	32525294	32741615	32525786	32741462	13
NM_013958	chr8	+	32525294	32720312	32525786	32719828	7
NM_013957	chr8	+	32525294	32741615	32525786	32741462	12
NM_004495	chr8	+	32525294	32705678	32525786	32705142	6
NM_001031836	chr8	+	36760999	36912801	36761086	36912596	27
NM_023110	chr8	-	38387812	38445509	38390302	38434121	18
NM_015850	chr8	-	38387812	38445509	38390302	38434121	18
NM_023108	chr8	-	38400008	38445509	38400943	38434121	6
NM_023107	chr8	-	38400008	38445509	38400943	38434121	6
NM_023111	chr8	-	38387812	38445509	38390302	38434121	18
NM_023034	chr8	-	38251717	38358947	38252315	38324846	24
NM_014462	chr8	-	38140014	38153183	38140344	38152995	4
NM_023106	chr8	-	38387812	38445509	38390302	38434121	17
NM_004095	chr8	+	38007176	38037040	38007248	38036610	3
NM_023105	chr8	-	38387812	38445509	38390302	38434121	17
NM_021623	chr8	+	38877909	38950587	38894604	38946459	12
NM_003816	chr8	+	38973661	39081936	38973739	39080376	22
NM_145004	chr8	+	39084206	39261593	39084451	39261475	25
NM_014237	chr8	+	39561298	39706644	39561298	39706616	20
NM_001005845	chr8	+	38973661	39081936	38973739	39066728	21
NR_001448	chr8	+	39291338	39379532	39379532	39379532	15
NR_001569	chr8	-	39427721	39499627	39499627	39499627	20
NR_024107	chr8	-	39427721	39499627	39499627	39499627	22
NR_024106	chr8	-	39427721	39499627	39499627	39499627	21
NM_194294	chr8	+	39911630	39993067	39911872	39992278	11
NM_001135731	chr8	-	40507272	40874500	40508898	40802352	6
NM_024645	chr8	-	40507272	40874500	40508898	40802352	7
NM_020476	chr8	-	41629900	41774297	41632402	41774213	42
NM_020475	chr8	-	41629900	41774297	41632402	41774213	42
NM_020477	chr8	-	41629900	41774297	41632402	41774213	42
NM_000037	chr8	-	41629900	41774297	41638140	41774213	43
NM_001142446	chr8	-	41629901	41873437	41632402	41873155	43
NM_006749	chr8	-	42393149	42516225	42394477	42449065	11
NM_030954	chr8	-	42829547	42870939	42830458	42862164	7
NM_002690	chr8	+	42315186	42348470	42315299	42348332	14
NM_004198	chr8	-	42726936	42742776	42727478	42742730	6
NM_152419	chr8	+	43114748	43177127	43114796	43173869	18
NM_001080394	chr8	+	48336094	48811028	48336103	48810565	20
NM_001081640	chr8	-	48848221	49035296	48849286	49035239	85
NM_006904	chr8	-	48848221	49035296	48849286	49035239	86
NM_001142857	chr8	-	49790026	49810423	49799853	49810263	6
NM_024593	chr8	-	49798505	49810423	49799853	49810263	6
NM_052937	chr8	-	52892692	52974288	52895463	52936264	6
NM_014781	chr8	-	53697570	53789579	53698894	53760582	24
NM_001083617	chr8	-	53697570	53789579	53698894	53760582	24
NM_006756	chr8	-	55041668	55097561	55043216	55097238	10
NM_201437	chr8	-	55041668	55097561	55043216	55097238	9
NM_006269	chr8	+	55691179	55705947	55696079	55705466	4
NM_052898	chr8	+	56177570	56601264	56177602	56599340	3
NM_002350	chr8	+	56954939	57086494	57016972	57085223	13
NM_001111097	chr8	+	56954939	57086494	57016972	57085223	13
NM_024831	chr8	+	56848344	56900559	56848731	56899816	13
NM_002655	chr8	-	57236021	57286413	57241355	57243382	5
NM_001114635	chr8	-	57236021	57286413	57241355	57242612	3
NM_001114634	chr8	-	57236021	57286413	57241355	57243382	4
NM_017813	chr8	-	58033041	58068981	58038905	58068698	5
NM_001007068	chr8	+	59628281	59657973	59640146	59656853	9
NM_001007067	chr8	+	59628281	59657973	59640146	59656853	9
NM_005625	chr8	+	59628281	59657973	59640146	59656853	9
NM_147189	chr8	+	59069666	59224831	59221343	59222456	5
NM_001007070	chr8	+	59628281	59657973	59640146	59656853	9
NM_001007069	chr8	+	59628281	59657973	59640146	59656853	9
NM_001077619	chr8	+	59486376	59526614	59486498	59522664	8
NM_014729	chr8	-	59880530	60194321	59882859	60194100	9
NM_004056	chr8	-	61263976	61356508	61283897	61356260	9
NM_002865	chr8	+	61592112	61696183	61592320	61695882	8
NM_173519	chr8	+	62363078	62576756	62374940	62574655	6
NM_004318	chr8	-	62575669	62789753	62578471	62789484	25
NM_032466	chr8	-	62699648	62789753	62701385	62789484	14
NM_003878	chr8	-	64090196	64114164	64090444	64113881	9
NM_004820	chr8	-	65671082	65873902	65671752	65873698	6
NM_002603	chr8	-	66792459	66863875	66794078	66863730	13
NM_002604	chr8	-	66796607	66916309	66798297	66916297	12
NM_170709	chr8	+	67850015	67936811	67868525	67934370	16
NM_001033578	chr8	+	67787444	67936811	67868525	67934370	17
NM_013257	chr8	+	67850015	67936811	67868525	67934370	17
NM_033058	chr8	+	67201831	67250272	67202057	67249270	11
NM_184085	chr8	+	67201831	67250272	67202057	67249382	10
NM_184086	chr8	+	67201831	67250272	67202057	67249382	9
NM_184087	chr8	+	67201831	67250272	67202057	67249382	5
NM_025170	chr8	+	69027156	69180208	69027183	69180151	24
NM_020361	chr8	-	68496958	68821174	68497292	68820918	11
NM_006421	chr8	-	68272450	68418466	68273722	68418076	39
NM_001127445	chr8	-	68496958	68821174	68497292	68584395	8
NM_052958	chr8	+	69512701	69893811	69514293	69893035	13
NM_015170	chr8	+	70541412	70735701	70638764	70733324	23
NM_001128206	chr8	+	70567581	70735701	70638764	70733324	22
NM_001128204	chr8	+	70541412	70735701	70638764	70733324	22
NM_030958	chr8	-	70747129	70909762	70747657	70907462	10
NM_001128205	chr8	+	70567581	70735701	70638764	70733324	23
NM_007332	chr8	-	73096039	73150373	73097694	73150198	27
NM_004770	chr8	+	73612179	74013138	73642523	74012880	3
NM_014393	chr8	-	74624394	74821611	74626794	74813090	12
NM_020647	chr8	-	75309492	75396117	75312011	75396077	6
NM_024721	chr8	+	77756069	77942076	77778878	77939356	11
NR_024360	chr8	-	77685669	77758065	77758065	77758065	4
NM_000880	chr8	-	79807559	79880313	79808502	79879712	6
NM_005079	chr8	-	81109659	81246391	81112905	81246233	6
NM_014018	chr8	-	80993649	81105061	80993769	81105038	3
NM_001025253	chr8	-	81109659	81246391	81112905	81246233	8
NM_001025252	chr8	-	81109659	81155565	81112905	81155243	6
NM_018440	chr8	-	82042600	82186858	82051333	82068017	9
NM_001077501	chr8	+	86206628	86245566	86206855	86244998	18
NM_198584	chr8	+	86344967	86383554	86345309	86380830	7
NM_033402	chr8	+	86206628	86245566	86206782	86244998	19
NM_007013	chr8	+	87424109	87549294	87455395	87548238	25
NM_016033	chr8	-	87553693	87590125	87555652	87589965	10
NM_019098	chr8	-	87655276	87825017	87657147	87824971	18
NM_022564	chr8	-	89150576	89408833	89150714	89408551	8
NM_001359	chr8	+	91082755	91133403	91082896	91133301	10
NM_022351	chr8	+	91872953	92040806	91873290	92036916	14
NM_175636	chr8	-	93040327	93099084	93041645	93098744	10
NM_175635	chr8	-	93040327	93176619	93041645	93098744	11
NM_175634	chr8	-	93040327	93157540	93041645	93157456	11
NM_134266	chr8	+	92330691	92476122	92331055	92475678	19
NM_052832	chr8	+	92330691	92479554	92331055	92476501	19
NM_004349	chr8	-	93040327	93144367	93041645	93143956	11
NR_015339	chr8	-	93965038	94047515	94047515	94047515	5
NM_004063	chr8	-	95208567	95289986	95209643	95276089	18
NM_153704	chr8	+	94836247	94899522	94836318	94897856	28
NM_001142301	chr8	+	94836247	94899522	94839951	94897856	29
NR_024522	chr8	+	94836247	94900634	94900634	94900634	29
NM_017864	chr8	+	95904709	95961897	95904835	95961638	27
NM_177965	chr8	-	96327410	96350613	96329020	96350593	6
NM_012415	chr8	-	95453363	95556486	95453573	95548943	15
NM_181787	chr8	+	95801278	95875252	95801402	95871314	19
NM_014754	chr8	+	97343342	97415950	97343444	97414970	13
NM_016134	chr8	+	97726674	98224898	97866301	98224587	8
NM_002998	chr8	+	97575057	97693213	97575675	97690952	5
NM_024759	chr8	-	99273562	99375797	99274454	99375541	12
NM_030583	chr8	+	98950486	99118122	98969504	99117116	19
NM_002380	chr8	+	98950486	99118122	98969504	99117116	19
NM_015029	chr8	+	99199243	99239814	99204741	99239675	16
NM_015243	chr8	+	100094669	100291191	100095192	100291072	18
NM_181661	chr8	+	100094669	100203163	100095192	100202891	8
NM_015668	chr8	-	101042451	101187520	101043842	101187325	28
NM_172218	chr8	+	101239438	101323306	101243684	101322426	19
NM_003114	chr8	+	101239831	101323306	101243684	101322426	19
NM_024915	chr8	+	102573843	102751128	102574173	102748107	16
NM_001040628	chr8	-	102767945	103205738	102770712	102801033	8
NM_001040627	chr8	-	102767945	103205738	102770712	102801033	6
NM_001040624	chr8	-	102767945	103205738	102770712	102801033	8
NM_001040630	chr8	-	102767945	103206311	102770712	102801033	6
NM_001040629	chr8	-	102767945	103205738	102770712	102801033	7
NM_015902	chr8	-	103334744	103493671	103335705	103493638	59
NM_001040626	chr8	-	102767945	103205738	102770712	102801033	7
NM_001040625	chr8	-	102767945	103205738	102770712	102801033	7
NM_015878	chr8	-	103907711	103945573	103909970	103925056	13
NM_148174	chr8	-	103907711	103945573	103909970	103925056	12
NM_138455	chr8	+	104452961	104464393	104453060	104464004	4
NM_014677	chr8	+	104900591	105334627	104900911	105333224	22
NM_013437	chr8	-	105570642	105670396	105572076	105670301	7
NM_001385	chr8	-	105460827	105548453	105462601	105548324	10
NM_001135703	chr8	-	105570642	105670396	105572076	105670301	6
NM_012082	chr8	+	106400322	106885943	106400345	106884942	8
NM_018002	chr8	+	107351648	107834097	107441017	107832345	16
NM_181354	chr8	+	107739211	107834097	107739390	107832345	14
NM_001146	chr8	-	108330885	108579430	108333258	108578962	9
NM_001568	chr8	-	109283147	109330135	109283289	109330107	13
NM_001099743	chr8	-	110655580	110773196	110656310	110726064	8
NM_004215	chr8	+	110621485	110646567	110632229	110645964	7
NM_198120	chr8	+	110621104	110646567	110632229	110645964	7
NM_001099744	chr8	-	110655580	110773196	110656310	110726064	8
NM_001099745	chr8	-	110655580	110762410	110656310	110726064	8
NM_001099746	chr8	-	110655580	110762410	110656310	110700316	6
NM_177531	chr8	+	110443881	110612676	110443985	110611495	78
NM_001128211	chr8	-	110322323	110411338	110324413	110411240	10
NM_032869	chr8	-	110322323	110415526	110324413	110415415	10
NM_014112	chr8	-	116489899	116750402	116495426	116705039	7
NM_003756	chr8	-	117726235	117837243	117726425	117837217	8
NM_173851	chr8	+	118216517	118258134	118216747	118254101	8
NM_000127	chr8	-	118880782	119193239	118881131	119192466	11
NM_080651	chr8	+	118602145	118621680	118602296	118621398	4
NM_052886	chr8	+	120289790	120327095	120289892	120324909	4
NM_006209	chr8	-	120638499	120720287	120638941	120720201	26
NM_003184	chr8	-	120812194	120914255	120813344	120913985	26
NM_014078	chr8	-	121477263	121526828	121477523	121526515	7
NM_021110	chr8	+	121206532	121453454	121229262	121452651	48
NM_001040092	chr8	-	120638499	120720287	120638941	120720201	25
NM_022783	chr8	+	120955080	121132338	120955267	121131124	9
NM_001130863	chr8	-	120638500	120720287	120638941	120720201	26
NM_018024	chr8	+	124498145	124523441	124498270	124522836	6
NM_014943	chr8	+	123863081	124055936	124032931	124035445	4
NM_194291	chr8	-	125392339	125454121	125395381	125453579	7
NM_007218	chr8	+	125556188	125570040	125556531	125569066	2
NM_014751	chr8	-	125632208	125809911	125634413	125809377	14
NM_001039112	chr8	+	124933407	125201483	125037419	125201212	41
NM_003129	chr8	+	126079900	126103707	126080826	126103369	11
NM_173685	chr8	+	126173264	126448549	126183754	126448309	8
NM_016623	chr8	-	130922897	131021182	130923569	130960889	15
NM_018482	chr8	-	131133534	131483399	131136158	131483371	29
NM_015137	chr8	+	132985540	133094953	132985741	133092324	23
NM_144649	chr8	-	133791375	133842010	133792394	133840307	10
NM_012472	chr8	-	133653628	133756995	133653735	133756921	12
NM_003235	chr8	+	133948386	134216325	133948427	134216220	48
NM_004519	chr8	-	133210437	133562186	133210690	133561961	15
NM_001135242	chr8	-	134318595	134378729	134320302	134365736	16
NM_006096	chr8	-	134318595	134378729	134320302	134365736	16
NM_003033	chr8	-	134536272	134653365	134541188	134557449	9
NM_173344	chr8	-	134536272	134653365	134541188	134557449	10
NM_020863	chr8	-	135559212	135794463	135559906	135794288	16
NM_006558	chr8	+	136538897	136729030	136539291	136728509	9
NM_152888	chr8	-	139669659	139995418	139670677	139964597	65
NM_016601	chr8	-	140693985	140784481	140699682	140784417	3
NM_031466	chr8	-	140811769	141537860	140812485	141537845	23
NM_014957	chr8	+	142207901	142275082	142215927	142273514	23
NM_005607	chr8	-	141737682	142080514	141738746	142063392	32
NM_012154	chr8	-	141610445	141714827	141611324	141714787	19
NM_153831	chr8	-	141737682	142080514	141738746	141970018	32
NM_145003	chr8	-	143291347	143482444	143308751	143433992	14
NM_002066	chr8	+	143913218	143925264	143918855	143925108	4
NM_032450	chr8	+	145274906	145388831	145290717	145388631	44
NM_201380	chr8	-	145061308	145097032	145062332	145096862	32
NM_201379	chr8	-	145061308	145100076	145062332	145099927	32
NM_016208	chr8	-	145619807	145624735	145619995	145623136	10
NM_030974	chr8	-	145225523	145231128	145225768	145230644	9
NM_182706	chr8	-	144945077	144969537	144945320	144969530	37
NM_000445	chr8	-	145061308	145121531	145062332	145121525	32
NM_201378	chr8	-	145061308	145119628	145062332	145119628	32
NM_005526	chr8	+	145486077	145509193	145486247	145508801	13
NM_183057	chr8	-	145619807	145624735	145620077	145623136	9
NM_015356	chr8	-	144945077	144969537	144945320	144969530	36
NM_006958	chr8	-	146126547	146147078	146126927	146142396	3
NM_001029976	chr8	-	146126547	146147078	146126927	146142396	4
NM_001005504	chr8	-	106085	107024	106085	107024	1
NM_173539	chr8	+	172199	187339	180895	186362	6
NM_001042415	chr8	+	172383	187339	180895	186362	6
NM_001042416	chr8	+	172383	187339	180895	186362	6
NR_003572	chr8	-	148346	172318	172318	172318	4
NM_175075	chr8	-	431645	485331	432398	484757	3
NM_014867	chr8	+	1909450	1942516	1936765	1938637	2
NM_003970	chr8	+	1980564	2080787	1986287	2080312	37
NM_001118887	chr8	-	6344580	6408192	6348029	6407863	9
NM_001118888	chr8	-	6344580	6408192	6348029	6407863	8
NM_001147	chr8	-	6344580	6408192	6348029	6407863	9
NM_207411	chr8	-	6653449	6680447	6657170	6680425	7
NM_005218	chr8	-	6715508	6722939	6715612	6722789	2
NM_001926	chr8	-	6769628	6771008	6769749	6770967	2
NM_001925	chr8	-	6780754	6783196	6780951	6781831	3
NM_005217	chr8	-	6860804	6863226	6860921	6861782	3
NM_021010	chr8	-	6900238	6901669	6900362	6901629	2
NM_001042500	chr8	-	6860800	6863233	6860921	6861782	3
NM_004084	chr8	-	6841697	6844122	6841818	6842683	3
NM_004084	chr8	-	6860800	6863221	6860921	6861782	3
NM_004084	chr8	-	6822580	6825012	6822701	6823566	3
NM_001042500	chr8	-	6822580	6825024	6822701	6823566	3
NM_001042500	chr8	-	6841697	6844134	6841818	6842683	3
NR_003668	chr8	+	7157776	7164882	7164882	7164882	1
NM_018661	chr8	-	7273825	7275092	7273915	7275062	2
NM_080389	chr8	-	7315239	7320014	7315287	7320000	2
NM_058200	chr8	-	7292685	7308602	7292946	7308435	4
NM_058202	chr8	-	7292685	7308602	7292946	7308435	3
NM_058206	chr8	-	7295495	7297297	7295810	7297245	3
NM_058207	chr8	-	7295495	7297297	7295644	7297245	2
NM_016512	chr8	-	7295495	7308602	7295810	7308435	4
NM_058201	chr8	-	7295495	7308602	7295644	7308435	3
NM_058203	chr8	-	7306317	7308602	7306338	7308435	3
NM_001040702	chr8	-	7315239	7320014	7315287	7320000	2
NM_001040704	chr8	-	7327435	7331319	7327535	7331314	2
NM_152251	chr8	-	7327435	7331319	7327535	7331314	2
NM_001040703	chr8	+	7332652	7334483	7332652	7334483	3
NM_152250	chr8	+	7332652	7334483	7332652	7334483	3
NM_001081551	chr8	-	7273900	7275280	7273915	7275062	2
NM_001037668	chr8	+	7340777	7354243	7340865	7354155	2
NM_001040705	chr8	+	7340777	7354243	7340865	7354155	2
NM_001136572	chr8	-	7401070	7404644	7401631	7404644	4
NM_001136572	chr8	-	7408720	7427585	7409281	7427585	4
NM_001040703	chr8	-	7716939	7718770	7716939	7718770	3
NM_152250	chr8	-	7716939	7718770	7716939	7718770	3
NM_001040704	chr8	+	7720103	7723985	7720108	7723885	2
NM_152251	chr8	+	7720103	7723985	7720108	7723885	2
NM_001037668	chr8	-	7706651	7710648	7706739	7710560	2
NM_001040705	chr8	-	7706651	7710648	7706739	7710560	2
NM_004942	chr8	+	7789608	7791647	7789644	7791542	2
NM_058203	chr8	+	7742811	7745096	7742978	7745075	3
NM_001081551	chr8	+	7776135	7777515	7776353	7777500	2
NM_018661	chr8	+	7776323	7777590	7776353	7777500	2
NM_001081552	chr8	+	7742811	7758729	7742978	7758467	4
NR_003668	chr8	-	7885347	7892454	7892454	7892454	1
NM_194284	chr8	+	8597075	8599027	8597318	8598197	1
NR_024281	chr8	-	9794983	9798249	9798249	9798249	3
NM_198464	chr8	+	10420490	10433738	10420505	10433713	5
NM_001040032	chr8	+	10567556	10595513	10567585	10595391	4
NM_178857	chr8	-	10501269	10550027	10501814	10518121	4
NM_017884	chr8	-	10660293	10734709	10660320	10734676	7
NM_031439	chr8	-	10618687	10625432	10620657	10625353	2
NM_054028	chr8	+	11225904	11227105	11226025	11227042	1
NM_015458	chr8	+	11179409	11223064	11179807	11217707	10
NR_001578	chr8	+	11234555	11263371	11263371	11263371	9
NM_053279	chr8	-	11316382	11361686	11319291	11339330	3
NM_002052	chr8	+	11599125	11654918	11603230	11653393	7
NM_004462	chr8	+	11697598	11734227	11697750	11733527	8
NM_147783	chr8	-	11737442	11763055	11740042	11748372	11
NM_147780	chr8	-	11737442	11763055	11740042	11748372	12
NM_147781	chr8	-	11737442	11763055	11740042	11748372	11
NM_147782	chr8	-	11737442	11763055	11740042	11748372	11
NM_001908	chr8	-	11737442	11763055	11740042	11748372	10
NM_001033018	chr8	-	11868854	11869517	11868854	11869517	2
NM_001033017	chr8	+	11877238	11879508	11877238	11879508	2
NM_001033019	chr8	-	11888897	11891169	11888897	11891169	2
NM_201402	chr8	-	12032085	12033678	12032085	12033678	1
NM_001039615	chr8	+	11984255	12010434	12003111	12008076	7
NM_001037804	chr8	-	11959306	11966665	11959306	11966665	2
NR_003275	chr8	-	12022775	12024213	12024213	12024213	1
NM_001083537	chr8	-	12077021	12089033	12078523	12088988	7
NR_003494	chr8	-	12077021	12089033	12089033	12089033	6
NM_001037804	chr8	-	12212842	12220196	12212842	12220196	2
NR_024044	chr8	-	12289642	12295405	12295405	12295405	4
NM_001137610	chr8	-	12327496	12338223	12327768	12338223	8
NM_152271	chr8	-	12623776	12657363	12624975	12657300	12
NR_015383	chr8	-	12667941	12713281	12713281	12713281	4
NM_020844	chr8	+	12847553	12931655	12908082	12923924	5
NM_001099677	chr8	+	12914143	12931655	12922937	12923924	2
NM_006094	chr8	-	12985242	13035180	12987690	13034860	14
NM_002445	chr8	-	16041196	16094671	16042881	16079868	9
NM_138716	chr8	-	16009757	16094671	16011964	16079868	9
NM_138715	chr8	-	16009757	16094671	16011964	16079868	10
NM_019851	chr8	-	16894704	16904045	16894951	16903912	3
NM_181723	chr8	+	16929118	17024518	16929159	17020655	15
NM_013354	chr8	-	17131110	17148758	17132599	17147032	7
NM_054026	chr8	-	17133392	17148758	17134300	17147032	6
NM_016353	chr8	+	17058206	17124611	17058603	17119092	13
NM_006207	chr8	+	17478985	17544903	17479046	17544590	6
NM_003046	chr8	+	17440664	17472352	17440712	17466929	12
NM_001008539	chr8	+	17445205	17472352	17445227	17466929	11
