chr	height	start	end	numtags	max_ht_offset
2	12	187435860	187436177	14	146
2	43	187933195	187933712	56	229
2	28	187997130	187997664	44	228
2	35	188072819	188074861	102	1349
2	14	188077280	188077986	31	380
2	35	188102537	188103976	75	598
2	22	188114007	188115425	57	881
2	144	188117303	188118215	229	378
2	26	188120278	188120977	43	279
2	21	188125826	188127051	62	408
2	13	188127199	188127608	18	239
2	12	188153638	188154736	39	178
2	17	188217840	188218353	24	355
2	148	188363999	188364146	149	0
2	122	189067894	189070101	268	1366
2	13	189345865	189346613	26	375
2	38	189358823	189359624	61	523
2	93	189392570	189393507	128	449
2	14	189574908	189575540	23	294
2	28	189669512	189670501	55	386
2	17	189737756	189738016	18	113
2	14	189782612	189783672	35	670
2	17	189795439	189795903	26	187
2	25	189848976	189849668	49	385
2	12	189857620	189859786	65	1686
2	11	189860059	189861257	32	946
2	13	189920369	189920816	17	268
2	50	189936145	189937267	90	692
2	25	189941775	189943109	52	912
2	15	189966446	189966946	28	111
2	13	190013597	190015115	65	887
2	16	190079195	190080235	33	569
2	16	190219853	190220713	28	151
2	27	190233803	190234900	58	430
2	12	190335226	190336405	40	434
2	12	190356315	190358484	70	992
2	18	190409591	190410184	27	208
2	46	190892432	190894552	150	1421
2	11	190906799	190907956	30	710
2	16	190917129	190917494	18	218
2	11	190945252	190945754	19	210
2	12	191042075	191042720	24	208
2	14	191101483	191102176	26	305
2	16	191102707	191103395	28	413
2	14	191143446	191143891	17	154
2	14	191147029	191147636	30	224
2	22	191151028	191152904	75	791
2	20	191152906	191153827	53	459
2	14	191179693	191181311	64	1380
2	15	191209348	191210738	35	190
2	21	191291624	191292508	44	236
2	11	191409966	191410984	25	486
2	11	191416835	191417901	34	719
2	15	191519874	191522063	93	288
2	309	191585448	191588610	577	1800
2	2553	191591582	191595206	3487	1770
2	13	191603110	191603900	23	595
2	28	191614547	191615334	50	259
2	31	191622346	191624142	89	1391
2	11	191804805	191805333	17	245
2	12	191820277	191820986	22	562
2	26	191847160	191847954	49	289
2	103	191879195	191880902	199	982
2	15	191884519	191885656	35	229
2	15	191894746	191895675	44	394
2	19	191895747	191897151	52	315
2	22	191931087	191932219	65	326
2	12	192094481	192095067	20	343
2	62	192128016	192128583	77	193
2	39	192143711	192144810	118	888
2	13	192155133	192155854	27	366
2	12	192156247	192157033	29	435
2	16	192166895	192167516	31	319
2	11	192197684	192198462	20	471
2	11	192199389	192200110	33	345
2	30	192204694	192205566	50	255
2	212	192210052	192212073	407	568
2	56	192229268	192230509	101	338
2	17	192250263	192251421	38	938
2	11	192252697	192254127	32	656
2	19	192261976	192263443	54	506
2	16	192263483	192264297	33	565
2	18	192331860	192332314	23	165
2	14	192439684	192440880	50	481
2	15	192451409	192452079	26	289
2	12	192471795	192472826	30	821
2	17	192511678	192512877	41	338
2	21	192840189	192841069	45	461
2	14	192858979	192859534	21	287
2	27	193106734	193107927	63	457
2	17	193108646	193109598	36	805
2	25	193116824	193118183	68	766
2	15	193119578	193120039	23	166
2	290	193132171	193134070	524	777
2	13	193273929	193274409	18	193
2	12	193292293	193293167	25	485
2	14	193314742	193315327	26	231
2	11	193322451	193323154	20	335
2	11	193458326	193458797	18	267
2	11	194385514	194385874	13	141
2	11	194410279	194411680	45	183
2	91	194419604	194421351	162	566
2	12	194721580	194722096	19	331
2	14	195303263	195303717	24	210
2	13	195618601	195619262	26	425
2	15	195716503	195717119	26	407
2	26	195738469	195738979	35	363
2	22	195894680	195895634	33	807
2	35	195913862	195915735	105	1447
2	12	195917048	195917775	25	356
2	25	195941031	195942673	59	1006
2	23	195966861	195969161	82	1593
2	217	195976714	195977152	220	291
2	12	195983953	195984595	22	395
2	13	196059829	196061026	31	321
2	85	196093057	196095104	210	771
2	64	196105257	196106564	124	422
2	18	196133746	196134754	51	552
2	11	196135018	196136149	31	318
2	163	196136858	196137744	229	507
2	17	196148624	196149772	46	568
2	12	196185849	196186402	20	288
2	27	196186652	196187259	36	407
2	13	196193411	196194494	28	371
2	14	196229416	196230550	61	417
2	21	196230650	196233156	98	1093
2	23	196243491	196244754	49	840
2	14	196255718	196256518	25	606
2	18	196283177	196283778	26	399
2	12	196511215	196511653	19	206
2	11	196573016	196573587	22	424
2	15	196639593	196640161	26	333
2	32	196805905	196806955	71	609
2	27	196848767	196849785	46	285
2	20	196866847	196867808	41	355
2	48	196972639	196974129	81	624
2	11	197174340	197175582	38	133
2	14	197212287	197213372	53	237
2	16	197269117	197270099	38	442
2	11	197323967	197324498	20	191
2	24	197372001	197372948	43	652
2	12	197536045	197536689	19	191
2	20	197560114	197561435	42	933
2	12	197581140	197581927	21	281
2	15	198007381	198008624	44	692
2	13	198025768	198027379	75	355
2	11	198034014	198034343	15	143
2	61	198072165	198073575	106	789
2	23	198461754	198462324	34	349
2	50	198523154	198524309	102	643
2	11	198542096	198543123	35	549
2	17	198544224	198545848	42	980
2	13	198700528	198701073	19	209
2	14	200032090	200033020	32	638
2	21	200311705	200313246	55	158
2	15	200330160	200330798	24	317
2	14	200423614	200424922	48	812
2	36	200433622	200434533	53	665
2	11	200527955	200529448	38	630
2	19	200680404	200681003	34	178
2	12	200873390	200873998	26	447
2	11	200879119	200879757	21	120
2	12	200908677	200909137	15	133
2	36	200956354	200957201	57	527
2	22	200978823	200979750	50	241
2	12	201054323	201054716	14	246
2	12	201098264	201099329	41	808
2	17	201125206	201125670	26	317
2	15	201151716	201152362	24	338
2	21	201173009	201174068	49	798
2	11	201176550	201177453	23	606
2	12	201181423	201183021	37	743
2	13	201188160	201188548	16	241
2	13	201223196	201223688	20	154
2	22	201235574	201236702	51	335
2	22	201285476	201286534	50	600
2	19	201308631	201309460	35	236
2	12	201327704	201328366	25	223
2	45	201337350	201339973	154	1381
2	18	201354288	201354991	32	484
2	37	201355010	201356100	79	358
2	101	201358898	201361702	297	1170
2	11	201382936	201383724	26	496
2	16	201383795	201385141	55	868
2	22	201461669	201462818	70	563
2	11	201474350	201474865	17	202
2	12	201478423	201479091	21	373
2	45	201535716	201537068	92	866
2	11	201642098	201643112	29	244
2	14	201644274	201645462	42	633
2	67	201688877	201690813	148	904
2	11	201690910	201692954	57	732
2	19	201698065	201698981	34	643
2	16	201731026	201731638	31	443
2	41	201755450	201756600	93	558
2	46	201792608	201793511	103	622
2	86	201801238	201802452	138	500
2	25	201805075	201805595	40	279
2	12	201806034	201806662	29	312
2	38	201830456	201831854	115	875
2	72	201955861	201956784	105	477
2	19	201960188	201960845	30	450
2	14	201979069	201979834	28	350
2	74	201991916	201992498	99	271
2	19	202006337	202006939	34	305
2	11	202024190	202025395	38	372
2	11	202353375	202354774	47	644
2	13	202433518	202434106	20	144
2	13	202838379	202839390	31	370
2	26	202850928	202852444	58	624
2	20	202901975	202902978	49	573
2	12	202948570	202949365	28	339
2	19	203206978	203208262	34	700
2	18	203276016	203276450	25	182
2	11	203353651	203354392	21	207
2	13	203404447	203404963	21	192
2	26	203505791	203506187	36	164
2	34	203586896	203587776	56	549
2	11	203601765	203602062	13	137
2	289	203757226	203757452	290	79
2	12	203811554	203813088	41	764
2	16	204105879	204106572	26	546
2	25	204151933	204152598	34	402
2	48	204331822	204332470	68	234
2	11	204384457	204385230	22	296
2	19	204760095	204760559	26	178
2	20	206258243	206258994	39	145
2	38	206279339	206280581	81	662
2	12	206327079	206328434	48	855
2	18	206731201	206733363	78	1276
2	37	206784233	206784977	66	399
2	13	206964998	206965436	18	291
2	13	207187740	207188220	22	182
2	11	207337917	207339027	39	428
2	14	207618458	207619031	23	228
2	14	207736180	207736824	22	497
2	42	207792634	207793612	75	604
2	20	207831383	207832062	44	308
2	71	207883974	207884887	114	560
2	13	207888047	207888819	23	214
2	20	207903359	207904479	56	607
2	122	207907115	207908858	284	821
2	22	207910296	207911170	51	478
2	21	207967498	207968553	59	463
2	11	207968570	207968972	14	255
2	11	208102483	208103566	36	164
2	66	208122800	208123744	102	386
2	13	208141492	208142662	32	673
2	16	208205641	208206881	49	227
2	47	208341563	208342576	97	586
2	16	208342584	208343899	51	157
2	242	208344679	208346243	370	946
2	12	208359492	208360435	23	570
2	88	208371121	208372147	146	662
2	27	208383273	208384660	75	572
2	18	208586442	208587356	36	569
2	13	208597627	208598826	45	731
2	18	208606793	208607681	41	474
2	13	208702845	208703324	22	301
2	11	208748008	208748687	21	532
2	32	208765505	208766666	64	507
2	18	208826190	208827606	49	915
2	26	208827880	208828623	44	439
2	62	208837983	208839683	124	1027
2	99	209901061	209901923	158	592
2	21	209907274	209907903	28	347
2	52	209913373	209914127	78	320
2	14	209939251	209939525	15	127
2	65	209939602	209940851	109	580
2	28	209941090	209942924	79	923
2	223	209955460	209956859	332	886
2	17	209998127	209999081	27	435
2	13	210045155	210046367	52	304
2	19	210046556	210048875	69	459
2	13	210048922	210049744	35	299
2	22	210049746	210050218	32	325
2	137	210067803	210069713	374	997
2	11	210215081	210215822	27	429
2	24	210742778	210744190	70	903
2	16	211075667	211076861	35	460
2	13	211119811	211120381	21	93
2	29	211121382	211122742	75	656
2	26	211131684	211133040	104	784
2	13	211133794	211134963	45	665
2	11	211150421	211151112	24	303
2	32	211236525	211237273	57	259
2	22	211902295	211903055	42	378
2	13	211981227	211981855	19	405
2	14	212440783	212441516	26	527
2	13	212800465	212801307	33	513
2	15	213067283	213068285	43	449
2	15	213140493	213140977	18	247
2	19	213281300	213281754	27	206
2	12	213416692	213417731	32	257
2	33	213478035	213479116	67	578
2	15	213484997	213486201	45	760
2	40	213488091	213488773	58	217
2	16	213695474	213696184	29	467
2	13	213722344	213723068	30	134
2	58	213760596	213761698	120	622
2	13	213811688	213812477	28	413
2	14	213856752	213858534	45	489
2	16	214165691	214166385	26	468
2	11	214407334	214408588	32	134
2	21	214568209	214568911	44	309
2	14	214592010	214592677	34	206
2	13	215201005	215201478	16	234
2	1935	215839084	215839269	1936	38
2	16	215884689	215885222	26	314
2	16	216020236	216021448	39	422
2	11	216027320	216027732	16	212
2	12	216071207	216071913	26	286
2	34	216129699	216130546	50	429
2	223	216191766	216193804	525	1413
2	11	216197395	216197795	16	253
2	12	216208606	216208998	15	245
2	11	216273410	216274363	26	670
2	41	216399107	216400600	94	1127
2	21	216401484	216401926	28	190
2	16	216403157	216403853	28	296
2	492	216441973	216444705	787	1352
2	46	216472760	216473687	98	449
2	24	216476112	216477501	54	1071
2	11	216504200	216504660	20	285
2	13	216523538	216524077	20	160
2	123	216589908	216590784	146	670
2	14	216595981	216596376	17	182
2	19	216674025	216674419	24	205
2	12	216681909	216682794	25	402
2	13	216686986	216688237	40	724
2	15	216789820	216791246	48	796
2	17	216888411	216889546	48	773
2	12	216984934	216986629	47	374
2	13	217062982	217063542	23	173
2	12	217071534	217072277	27	294
2	14	217255059	217255818	30	612
2	11	217350594	217351059	17	136
2	32	217453386	217453988	43	455
2	19	217602666	217602815	20	2
2	30	217636297	217636974	50	416
2	70	217678568	217679179	92	300
2	13	218083422	218084236	22	406
2	14	218225345	218226624	37	928
2	15	218358408	218358838	22	212
2	74	218362072	218362673	104	232
2	11	218459674	218460100	15	146
2	49	218504962	218505113	50	4
2	12	218569253	218569763	20	268
2	209	218577700	218578825	290	490
2	11	218579078	218580491	49	943
2	16	218614523	218614895	22	165
2	20	218722912	218723661	37	310
2	11	218732932	218733168	12	89
2	12	218759186	218759834	19	215
2	33	218801555	218803218	103	374
2	11	218843205	218843921	24	154
2	12	218845610	218846063	19	234
2	11	218859306	218860457	37	610
2	31	218862783	218863512	48	331
2	15	218874162	218874718	26	273
2	11	218888846	218889287	15	247
2	14	218896460	218897530	47	869
2	19	218929503	218929930	24	171
2	14	218948158	218948725	22	263
2	12	218968292	218969870	51	917
2	19	218969903	218972927	102	2834
2	11	219018262	219019021	19	569
2	13	219141403	219142570	44	272
2	14	219221470	219221814	17	178
2	85	219244196	219244488	86	145
2	11	219244528	219246098	40	619
2	12	219260392	219260741	17	151
2	13	219283509	219284441	31	302
2	21	219420421	219420954	28	339
2	11	219568900	219569351	16	304
2	12	219602417	219602937	15	373
2	12	219677034	219677501	18	188
2	14	219732951	219734307	39	734
2	11	219779094	219780040	31	541
2	13	219790670	219791231	24	238
2	11	219802430	219803012	22	296
2	27	219846562	219848221	65	418
2	16	219851451	219853066	61	763
2	13	219925490	219925791	15	128
2	24	219941385	219942757	62	366
2	13	220048880	220049600	27	518
2	18	220070388	220072246	61	1411
2	12	220103100	220103545	18	170
2	15	220169943	220171794	56	791
2	18	220215220	220216026	26	351
2	16	220298791	220299575	36	442
2	12	220310163	220310606	19	235
2	24	220451601	220452033	34	144
2	15	220797841	220798543	28	448
2	11	220800107	220801083	31	335
2	15	220852146	220853513	48	258
2	13	221192248	221193342	49	235
2	18	223263473	223264021	28	231
2	24	223328953	223330484	83	1129
2	53	223360424	223361772	95	773
2	24	223386084	223386963	42	553
2	14	223415245	223416351	38	466
2	11	223435405	223436511	28	905
2	11	223465202	223465936	19	298
2	108	223492710	223493716	182	335
2	17	223532046	223532679	28	391
2	69	223544459	223545050	82	104
2	39	223596241	223596388	40	0
2	12	224032066	224032839	22	449
2	11	224033582	224034218	23	306
2	18	224038621	224039182	32	305
2	21	224121609	224122721	48	718
2	22	224136252	224136791	30	285
2	17	224185798	224186495	34	377
2	21	224213834	224214613	42	516
2	14	224215353	224216809	46	291
2	16	224272380	224273485	41	271
2	21	224297660	224299125	64	1031
2	19	224300394	224300872	24	212
2	15	224332311	224333594	54	861
2	11	224369886	224370408	23	220
2	12	224374683	224375485	27	301
2	12	224375910	224376359	16	136
2	25	224425209	224425356	26	0
2	39	224522278	224523105	80	349
2	31	224529935	224531075	65	400
2	19	224658926	224660060	42	870
2	26	224794078	224795051	41	714
2	23	225673210	225674324	51	820
2	111	226066098	226067828	185	1192
2	20	226085817	226086949	53	189
2	14	226131374	226132061	24	384
2	16	226233376	226233706	18	183
2	12	226308855	226309225	14	103
2	11	226310160	226310969	29	442
2	13	226636159	226637563	37	572
2	16	226687883	226689551	53	1016
2	14	226691237	226692071	35	511
2	13	226692096	226692978	28	181
2	18	226758251	226759424	52	841
2	22	226763367	226764198	40	187
2	12	226984343	226985287	24	533
2	16	227048610	227049024	18	134
2	18	227097348	227097989	43	343
2	11	227234797	227235302	18	115
2	12	227726214	227727166	31	279
2	14	227811342	227811678	16	113
2	16	227897519	227898770	40	606
2	18	227944161	227944773	31	402
2	17	227949256	227950599	52	654
2	18	227950636	227951816	49	1033
2	41	227959648	227960389	61	383
2	81	227961309	227962187	144	506
2	30	227978464	227980324	81	810
2	142	227980495	227981585	219	391
2	59	227988322	227989366	110	351
2	11	228032890	228033435	24	93
2	50	228035121	228036907	105	364
2	33	228037321	228038818	73	186
2	28	228039172	228040205	72	209
2	21	228044607	228045173	29	381
2	11	228083034	228083871	29	208
2	30	228275707	228277341	66	799
2	13	228339220	228339779	18	186
2	11	228368448	228368995	24	283
2	16	228390756	228392454	79	500
2	17	228435113	228436661	78	625
2	11	228443662	228444322	22	226
2	14	228449180	228449915	36	425
2	11	229129329	229130397	25	526
2	20	229753592	229753984	34	230
2	17	229979867	229980569	30	428
2	73	229981205	229983348	191	1766
2	14	230061729	230062564	34	424
2	19	230159646	230160389	34	596
2	43	230215088	230216161	72	470
2	12	230288657	230289327	25	326
2	12	230298830	230300123	39	226
2	14	230581167	230581921	27	192
2	13	230662322	230663301	31	397
2	59	230792400	230793320	114	535
2	105	230908296	230909418	211	698
2	55	230980991	230981727	91	428
2	39	230988652	230989830	86	855
2	17	231175363	231176211	29	482
2	12	231184044	231184751	24	398
2	42	231225933	231226577	71	269
2	27	231257037	231258702	62	891
2	12	231259941	231261006	26	765
2	11	231285018	231286201	30	742
2	13	231347544	231348251	25	195
2	11	231560112	231560490	13	231
2	12	231597186	231597335	13	2
2	12	231629278	231629848	22	222
2	12	231641447	231641848	21	130
2	17	231702406	231704570	70	1698
2	14	231704821	231705596	37	465
2	12	231800273	231800855	18	106
2	33	231801968	231802118	34	3
2	11	232036719	232037605	31	576
2	55	232086498	232087835	124	471
2	18	232183975	232185984	77	1711
2	13	232193839	232194758	29	772
2	19	232200532	232200890	24	131
2	15	232205597	232206050	19	190
2	35	232215177	232216220	62	627
2	43	232219072	232220062	73	486
2	18	232221272	232222054	31	422
2	18	232238745	232240298	70	700
2	19	232250171	232251055	35	589
2	11	232260114	232260761	24	233
2	12	232278869	232280704	62	666
2	13	232280770	232281828	35	462
2	12	232283003	232284362	39	335
2	24	232286484	232288000	68	419
2	11	232353492	232355434	55	1052
2	13	232359183	232360170	37	141
2	15	232473322	232473786	21	285
2	20	232946881	232947443	31	288
2	35	232951118	232951775	50	240
2	12	233028751	233029163	17	167
2	18	233075032	233076884	56	1162
2	13	233123059	233123910	30	495
2	18	233165475	233166453	42	626
2	11	233178779	233179295	20	161
2	13	233429203	233429903	24	553
2	11	233474517	233475205	23	522
2	15	233738294	233739527	54	764
2	15	233824429	233826093	46	448
2	19	233923558	233925293	62	814
2	11	233977452	233978088	21	250
2	16	233986858	233987613	38	220
2	77	233988479	233989161	108	282
2	11	233992297	233992856	17	216
2	14	233995346	233996053	41	343
2	11	233997287	233998273	23	535
2	29	234003241	234004366	55	452
2	14	234016865	234017387	25	273
2	21	234060376	234061054	34	372
2	11	234126735	234127251	18	318
2	26	234129729	234131374	71	637
2	33	234146870	234148207	71	210
2	13	234263726	234264261	25	388
2	29	234273023	234274057	55	744
2	17	234278574	234279341	32	496
2	19	234280770	234281798	40	732
2	13	234284768	234285293	19	177
2	28	234547857	234548622	46	293
2	19	234745433	234746114	32	239
2	82	234938007	234939191	127	378
2	20	234995353	234996358	38	446
2	12	235253330	235253973	21	303
2	14	235267547	235268540	33	467
2	17	235453438	235454840	45	578
2	14	235530622	235531739	41	764
2	14	235536960	235537709	38	582
2	31	235542998	235544711	76	1003
2	15	235554452	235555513	34	569
2	15	235599468	235600005	28	321
2	12	235624066	235625328	48	449
2	14	235690324	235690945	20	120
2	18	235709378	235709817	24	166
2	12	235735818	235736282	15	245
2	11	235741261	235742099	22	465
2	12	235743293	235744581	41	950
2	33	235904307	235905618	66	318
2	32	235906183	235907823	95	440
2	103	235916226	235918146	168	1110
2	11	235920915	235921457	19	293
2	20	235967153	235968348	48	917
2	12	235992155	235992735	26	313
2	11	236032237	236032664	18	218
2	28	236066562	236067128	45	347
2	11	236125033	236125720	23	453
2	14	236127042	236128007	32	216
2	15	236168751	236169600	29	265
2	12	236282491	236283604	35	164
2	15	236300069	236300930	37	714
2	11	236321057	236321604	18	274
2	11	236400485	236401676	43	533
2	18	236651344	236652376	38	537
2	16	237215678	237216855	59	469
2	15	237305112	237306359	62	701
2	17	237444803	237445795	43	361
2	77	237488808	237489794	130	503
2	17	237529085	237530575	73	850
2	11	237600155	237601341	31	818
2	14	237634088	237634481	21	188
2	29	237658251	237659439	72	476
2	15	237695356	237696539	31	349
2	19	238032734	238033999	51	683
2	12	238038833	238039651	28	161
2	31	238047984	238049195	60	529
2	16	238055402	238057196	55	750
2	25	238071185	238071697	38	295
2	22	238085922	238086642	30	402
2	15	238148286	238149568	41	387
2	14	238163160	238165205	69	352
2	11	238251439	238251880	15	103
2	11	238260870	238261803	31	335
2	12	238266336	238267441	30	318
2	17	238268657	238269266	31	348
2	13	238277814	238278339	21	172
2	13	238297103	238297474	16	109
2	53	238304135	238305910	100	1081
2	11	238318355	238318673	13	171
2	59	238537378	238538727	114	321
2	12	238540116	238540517	16	139
2	21	238671725	238672596	36	384
2	159	238677291	238677440	160	2
2	15	238715158	238715859	28	295
2	17	238829686	238830479	32	450
2	19	238863401	238864029	32	346
2	12	238944129	238944612	16	161
2	14	239557092	239557550	23	131
2	17	239560557	239561013	24	309
2	13	239561023	239561693	31	367
2	15	239564740	239565620	32	549
2	83	239592677	239594145	148	1025
2	51	239851107	239852674	95	812
2	25	239860792	239863162	135	1188
2	716	239864983	239867504	1188	2032
2	11	239909412	239910024	19	146
2	21	239915210	239915843	36	386
2	21	239987479	239988975	68	223
2	49	240030797	240032338	112	272
2	11	240051750	240052220	19	200
2	28	240217350	240218278	59	413
2	16	240303181	240304518	37	284
2	53	240344653	240345790	109	530
2	13	240410773	240411360	19	285
2	30	240515123	240517127	103	1264
2	14	240613307	240614157	31	241
2	11	240731834	240732234	16	253
2	11	240820900	240821509	20	308
2	12	240839088	240840060	34	230
2	22	240957822	240958751	43	521
2	14	240975595	240976399	35	189
2	14	241014447	241015692	45	708
2	14	241022097	241022636	30	134
2	11	241147504	241150182	85	1543
2	12	241153515	241154585	43	771
2	12	241167951	241169090	41	239
2	23	241192089	241192938	37	493
2	20	241690196	241690752	34	243
2	12	241902355	241903978	58	575
2	30	241942447	241943665	71	579
2	12	242000295	242000721	18	125
2	23	242217548	242218285	44	370
2	18	242275866	242276690	44	380
2	12	242541601	242542029	16	145
2	11	242666036	242667054	27	623
3	12	281213	282016	24	222
3	15	303290	303661	22	143
3	27	442702	443427	53	284
3	15	509226	510284	37	613
3	29	529514	530850	58	680
3	15	562178	563741	45	490
3	16	565962	567962	63	474
3	12	605899	607143	34	134
3	11	612030	613295	55	749
3	67	613369	616371	237	855
3	21	623279	625801	97	999
3	11	625837	626804	27	108
3	11	632291	633881	42	1246
3	15	716946	718433	66	1220
3	130	729114	730601	216	973
3	12	730628	731306	28	304
3	47	1026498	1027444	92	389
3	59	1478993	1480393	118	814
3	15	1485302	1486226	33	469
3	14	1592579	1593346	27	392
3	43	2004486	2005046	65	287
3	34	2372682	2373251	47	350
3	11	3143130	3144584	47	972
3	23	3196141	3196889	37	323
3	41	3974067	3974401	43	141
3	11	4307063	4307704	21	122
3	13	4319495	4320629	46	363
3	47	4327738	4328562	76	466
3	11	4367131	4368006	25	593
3	17	4483107	4484538	44	832
3	16	4491176	4491879	28	393
3	20	4508350	4510554	113	442
3	14	4510636	4511778	43	718
3	18	4541100	4541480	24	150
3	24	4547650	4548632	47	565
3	23	4550285	4550899	43	289
3	67	4580769	4581607	108	308
3	11	4581634	4582511	26	129
3	69	4582551	4583870	121	471
3	23	4591994	4592523	39	256
3	39	4611646	4614376	189	899
3	12	4649791	4650450	27	476
3	49	4719745	4720330	77	271
3	21	4737292	4737882	29	289
3	19	4756179	4757300	41	344
3	19	4758044	4758943	40	448
3	11	4837465	4838449	25	770
3	44	4883837	4885989	141	1162
3	16	4992441	4993807	45	527
3	25	4993816	4996410	141	1566
3	36	4996426	4997784	85	711
3	32	4997889	4999409	67	800
3	12	4999993	5000974	26	834
3	123	5002141	5004882	243	1554
3	11	5010851	5012135	35	214
3	13	5029487	5030665	33	535
3	23	5033024	5035260	95	459
3	13	5037932	5038872	33	669
3	24	5039553	5040570	55	574
3	26	5042754	5043970	85	903
3	12	5068015	5068950	30	564
3	16	5074428	5074947	28	167
3	29	5138232	5139878	63	604
3	12	5177764	5178608	34	376
3	11	5178648	5179113	17	318
3	14	5203583	5204144	22	357
3	17	5204166	5206183	65	1179
3	34	5206269	5207348	60	661
3	29	5211229	5211952	49	384
3	14	6525894	6526699	28	612
3	12	8433741	8434417	20	471
3	17	8639370	8640279	33	417
3	26	8645758	8646966	56	578
3	11	8674624	8675419	22	606
3	12	8683419	8684143	23	480
3	11	8979601	8980986	51	568
3	16	8981504	8982257	33	196
3	23	9037516	9037663	24	0
3	24	9184727	9185430	36	310
3	13	9192036	9192514	22	276
3	19	9369601	9370563	44	390
3	15	9379136	9380431	45	667
3	16	9412483	9416525	118	414
3	17	9416536	9417121	30	228
3	27	9439188	9440329	60	378
3	12	9519849	9520133	13	137
3	28	9731867	9733235	61	763
3	15	9747988	9748691	29	326
3	15	9766227	9767321	59	537
3	14	9799493	9799841	16	136
3	20	9808762	9810839	84	815
3	11	9825296	9825800	17	310
3	11	9826229	9827036	28	131
3	15	9859683	9860829	51	917
3	21	9900893	9901767	48	470
3	15	9907006	9908021	44	305
3	11	9910904	9911335	17	176
3	12	9928676	9929485	24	550
3	14	9933063	9935118	53	684
3	11	9962785	9963792	28	493
3	15	9992959	9994168	37	888
3	12	10002606	10004358	38	868
3	16	10042390	10043371	36	650
3	12	10151273	10151736	16	124
3	13	10157959	10159009	40	572
3	28	10185706	10186219	37	277
3	12	10206096	10206941	26	384
3	15	10208575	10209448	40	226
3	13	10209463	10209971	20	303
3	15	10215041	10216502	53	751
3	11	10220572	10221327	21	199
3	28	10241378	10242068	49	327
3	12	10303593	10304103	20	190
3	32	10337526	10338103	45	306
3	14	10476678	10477328	22	291
3	27	10511561	10512112	36	293
3	13	10775174	10775783	23	275
3	12	10872203	10872806	17	295
3	16	10993655	10994448	25	548
3	30	11075892	11077057	60	473
3	12	11077143	11077987	26	415
3	78	11112581	11114233	198	582
3	11	11139999	11140571	18	145
3	115	11152910	11154595	247	820
3	26	11156506	11157994	71	492
3	26	11162432	11163249	51	337
3	25	11163320	11164585	59	576
3	24	11164795	11165861	47	525
3	18	11170819	11172610	66	1420
3	47	11202154	11203153	96	347
3	12	11213154	11213538	16	145
3	35	11217453	11218790	88	1077
3	11	11222598	11222843	12	98
3	19	11241487	11243208	70	1261
3	24	11254538	11256113	69	473
3	15	11277248	11277727	23	172
3	13	11285255	11285977	21	277
3	13	11288090	11289679	41	927
3	20	11304644	11306425	106	1390
3	11	11351368	11351921	17	219
3	29	11525190	11527225	96	1132
3	39	11657673	11660972	166	2593
3	12	11678863	11679228	15	218
3	11	11790817	11791118	13	120
3	18	11862378	11863664	45	1049
3	14	11966978	11967471	21	332
3	11	12151477	12151872	17	248
3	13	12154145	12155017	31	470
3	19	12155543	12156107	24	377
3	14	12172121	12172934	32	352
3	12	12192186	12192917	22	297
3	13	12196556	12197631	26	371
3	28	12209007	12211784	118	1838
3	14	12238888	12239701	30	505
3	39	12304869	12306589	116	1162
3	22	12346904	12347913	38	575
3	24	12361513	12362370	47	300
3	14	12366324	12368197	74	731
3	13	12368725	12369254	22	143
3	19	12369953	12370930	40	586
3	12	12409847	12410914	28	722
3	31	12422159	12422738	51	216
3	39	12460595	12462488	120	1164
3	27	12474457	12476192	72	1081
3	12	12477600	12478095	20	348
3	19	12480501	12481608	37	692
3	32	12487245	12488849	76	701
3	17	12496229	12497161	46	500
3	18	12500384	12501666	63	785
3	20	12572963	12575145	73	498
3	21	12679863	12681245	67	830
3	16	12695917	12696404	29	191
3	14	12722891	12723366	18	268
3	12	12725135	12725665	18	343
3	21	12736469	12736910	27	250
3	18	12779623	12780399	35	417
3	169	12798496	12799995	289	639
3	126	12823925	12824785	179	407
3	11	12826068	12826402	13	187
3	14	12857398	12858898	66	645
3	14	12884445	12884857	20	144
3	14	13011416	13012090	25	145
3	15	13028446	13029363	27	630
3	12	13435156	13436137	31	569
3	36	13436142	13438201	127	1488
3	360	13446262	13448339	580	1806
3	13	13448478	13449073	23	245
3	17	13467601	13469061	78	350
3	16	13477533	13478632	35	649
3	16	13512753	13513231	24	236
3	15	13520329	13521572	46	639
3	16	13523903	13524769	41	402
3	16	13530472	13531331	34	362
3	18	13549462	13551176	72	754
3	21	13553825	13555069	49	721
3	83	13559556	13560415	143	472
3	12	13562174	13563577	33	1175
3	14	13666846	13667366	27	304
3	14	13668740	13669700	33	669
3	12	13674243	13674956	23	190
3	14	13866268	13867700	41	554
3	12	13913034	13913442	16	172
3	13	14140121	14142154	77	1250
3	24	14142227	14142694	39	216
3	15	14160792	14161792	43	567
3	13	14187080	14187854	28	501
3	15	14194351	14194844	25	197
3	14	14194883	14196165	54	876
3	18	14219980	14220886	39	168
3	27	14221228	14221899	43	397
3	15	14225139	14225996	32	571
3	38	14226846	14228056	79	858
3	94	14250166	14252426	262	935
3	36	14267636	14268124	45	174
3	12	14272917	14273773	30	360
3	13	14277408	14278067	26	406
3	13	14388008	14388985	43	467
3	55	14407208	14408080	118	414
3	20	14431696	14432399	38	422
